Feature,Importance
drugA_ECFP4_584,0.0007327063754141146
drugA_ECFP4_675,0.0007304504581014406
drugA_ECFP4_611,0.0007293208473033298
drugB_ECFP4_534,0.0007280177087628543
drugB_ECFP4_611,0.0007269241312387626
drugA_ECFP4_376,0.0007201896031130581
drugA_ECFP4_769,0.0007193218533250303
drugA_ECFP4_982,0.0007188630492447294
drugB_ECFP4_240,0.0007170484766731662
drugB_ECFP4_8,0.0007163615323308091
drugA_ECFP4_653,0.0007160601510186218
drugB_ECFP4_353,0.0007158471353118726
drugB_ECFP4_416,0.0007144622526769433
drugA_ECFP4_897,0.0007112275328057649
drugB_ECFP4_524,0.0007100295363663775
drugA_ECFP4_954,0.0007099765497627909
drugB_ECFP4_805,0.0007094600206277293
drugA_ECFP4_816,0.0007080224151241871
drugB_ECFP4_623,0.000707032721177517
drugA_ECFP4_493,0.0007062091425650801
drugB_ECFP4_24,0.0007056711340344815
drugA_ECFP4_452,0.0007052753603518359
drugB_ECFP4_520,0.0007048942313899262
CCND1,0.000702817768788047
drugB_ECFP4_14,0.0007021478312224993
drugA_ECFP4_542,0.0007000294759119702
drugA_ECFP4_707,0.000699247887343665
drugB_ECFP4_888,0.0006986895217620538
drugB_ECFP4_269,0.0006979069011873451
drugB_ECFP4_137,0.0006957401735926471
drugB_ECFP4_118,0.0006945344813213259
drugB_ECFP4_889,0.0006935457519403086
drugB_ECFP4_668,0.0006905324968659164
drugA_ECFP4_881,0.0006891550307457979
drugA_ECFP4_553,0.0006888504356615247
drugB_ECFP4_843,0.0006886492885508934
drugA_ECFP4_803,0.0006883516726630517
drugA_ECFP4_975,0.0006882971547970803
drugB_ECFP4_3,0.0006864356938605123
drugB_ECFP4_954,0.0006862937911397717
drugA_ECFP4_492,0.0006847564102048585
drugB_ECFP4_844,0.0006837875875821899
drugA_ECFP4_556,0.000683356934895022
drugA_ECFP4_410,0.0006819425101304578
drugA_ECFP4_824,0.0006802134683892994
drugB_ECFP4_981,0.000680173182926624
drugA_ECFP4_830,0.0006792462023991882
drugB_ECFP4_115,0.0006784625083635744
drugB_ECFP4_493,0.0006778458549035702
drugA_ECFP4_412,0.0006750527171412848
drugA_ECFP4_217,0.000674647437672579
drugB_ECFP4_998,0.000673318010396586
drugA_ECFP4_54,0.0006708925086619425
drugA_ECFP4_496,0.0006706995898212872
drugA_ECFP4_194,0.0006701403769328904
drugB_ECFP4_701,0.0006694912849588405
drugB_ECFP4_110,0.000667036782989593
drugB_ECFP4_798,0.0006660015090677424
drugB_ECFP4_193,0.000665858031164481
drugA_ECFP4_726,0.0006657696169935112
drugA_ECFP4_669,0.000665535344076214
drugA_ECFP4_551,0.0006652298728246508
drugA_ECFP4_513,0.0006636294273606147
drugB_ECFP4_714,0.0006604989150585844
drugA_ECFP4_430,0.0006596246622452252
drugB_ECFP4_551,0.0006580439362415905
drugA_ECFP4_811,0.0006553035039894647
drugA_ECFP4_951,0.0006540398207502199
drugB_ECFP4_741,0.0006540316075405105
drugB_ECFP4_139,0.0006535991476347437
drugB_ECFP4_552,0.000651031117106549
drugB_ECFP4_662,0.0006506823519972155
drugA_ECFP4_358,0.0006483421006433373
drugA_ECFP4_290,0.0006474926111057502
drugB_ECFP4_807,0.0006472242680467568
drugB_ECFP4_942,0.0006457047675887534
drugA_ECFP4_12,0.0006453834460597157
FRK,0.0006437456056095781
drugA_ECFP4_473,0.0006427419571026872
drugB_ECFP4_222,0.0006417954772917648
drugB_ECFP4_299,0.000640856247515772
drugA_ECFP4_195,0.0006407579597407218
drugB_ECFP4_974,0.0006383114589268077
drugA_ECFP4_761,0.0006377658045080707
drugA_ECFP4_328,0.0006363033401307853
drugA_ECFP4_508,0.0006337173959877121
drugA_ECFP4_520,0.0006323494316265309
drugB_ECFP4_311,0.000632252735459069
drugB_ECFP4_654,0.0006319293482234921
drugB_ECFP4_1005,0.0006306052441736621
NQO1,0.0006294146915289605
drugA_ECFP4_610,0.0006273498914694068
drugB_ECFP4_512,0.0006235018030843786
drugB_ECFP4_675,0.0006230458955877354
drugA_ECFP4_607,0.0006193572652120605
drugB_ECFP4_141,0.0006193483518088257
drugB_ECFP4_756,0.0006178238505455705
drugB_ECFP4_399,0.0006172814077637671
drugA_ECFP4_731,0.0006168520917025687
drugB_ECFP4_62,0.0006152647084222667
drugA_ECFP4_698,0.0006146914527895628
BCL2L2,0.0006137465029192953
drugA_ECFP4_378,0.0006126660449610306
drugA_ECFP4_772,0.0006126507641867256
drugB_ECFP4_256,0.000610906628442048
drugA_ECFP4_483,0.0006098010266418874
drugB_ECFP4_461,0.0006087600135843212
drugB_ECFP4_833,0.0006082262003498035
drugB_ECFP4_452,0.0006075139672627926
drugB_ECFP4_951,0.0006049241237649602
drugB_ECFP4_931,0.0006044957971006264
drugB_ECFP4_680,0.0006038424704952045
drugB_ECFP4_653,0.0006037478446963692
drugA_ECFP4_889,0.0006033380916832049
drugB_ECFP4_134,0.000603255109923027
drugA_ECFP4_121,0.0006013179931070956
drugA_ECFP4_62,0.0006010725177630056
drugA_ECFP4_209,0.0006009180853318478
ITGAL,0.0006007457096257619
ACVR1,0.0005990556532266424
drugB_ECFP4_939,0.0005971692427491138
drugA_ECFP4_900,0.0005959523833050046
drugA_ECFP4_857,0.0005950943335455699
drugB_ECFP4_673,0.0005935872078120196
drugB_ECFP4_963,0.0005930713754917878
drugB_ECFP4_642,0.0005917890793237182
drugB_ECFP4_880,0.0005913444785807378
drugA_ECFP4_766,0.0005912967763912875
drugA_ECFP4_405,0.0005905669251291472
drugA_ECFP4_957,0.0005898879227732543
drugB_ECFP4_113,0.0005888116738376711
drugA_ECFP4_574,0.000588384741729585
drugA_ECFP4_112,0.000588043220139167
SERPINE1,0.0005862990695228511
drugB_ECFP4_476,0.0005862425606564298
drugB_ECFP4_490,0.0005859083930106684
drugB_ECFP4_700,0.0005853502651445034
drugA_ECFP4_324,0.0005853416608963598
GNA11,0.0005852116626684788
drugB_ECFP4_796,0.0005841250028577457
drugA_ECFP4_809,0.0005835806423831257
drugA_ECFP4_864,0.0005827995545154328
drugA_ECFP4_807,0.0005809394159766089
drugB_ECFP4_710,0.0005807147328930897
drugB_ECFP4_580,0.0005798918580092459
drugA_ECFP4_499,0.0005793215083088433
drugA_ECFP4_474,0.000578541749640337
drugA_ECFP4_153,0.0005777883709085961
drugB_ECFP4_584,0.0005773852225757441
drugA_ECFP4_923,0.0005772154847630154
drugB_ECFP4_430,0.000577135937788278
drugA_ECFP4_625,0.0005761746395892627
drugB_ECFP4_435,0.0005750114913632679
GPRC5A,0.0005746487470712434
drugA_ECFP4_478,0.0005741204815759906
drugA_ECFP4_455,0.0005719888255837553
drugA_ECFP4_259,0.0005708075052872621
drugB_ECFP4_541,0.0005699113121118495
drugB_ECFP4_117,0.0005688465921596113
drugA_ECFP4_636,0.0005687870226748558
drugB_ECFP4_722,0.0005678610240531249
drugA_ECFP4_644,0.0005677174279668237
VDR,0.0005665203172017197
drugB_ECFP4_677,0.0005660011995347663
drugB_ECFP4_563,0.0005656633281018303
drugA_ECFP4_505,0.0005652708639440506
ICAM3,0.0005648309428250642
drugA_ECFP4_498,0.0005636762421067683
drugA_ECFP4_197,0.0005629908544235448
YES1,0.0005628864073991489
drugA_ECFP4_249,0.0005628042662302817
drugA_ECFP4_1012,0.0005622313692350321
drugB_ECFP4_418,0.0005609786291975933
drugB_ECFP4_211,0.0005605570880798027
drugA_ECFP4_709,0.0005599492337369171
drugA_ECFP4_879,0.0005598795505018936
drugB_ECFP4_459,0.0005586097595099592
drugA_ECFP4_371,0.0005582439919659617
drugA_ECFP4_737,0.0005578208725844386
drugA_ECFP4_638,0.0005574639635180165
drugB_ECFP4_556,0.0005574600644730004
drugA_ECFP4_706,0.0005561966365619271
drugB_ECFP4_494,0.0005559385097146303
drugA_ECFP4_61,0.000555767729908013
drugA_ECFP4_784,0.0005547130947243578
drugA_ECFP4_856,0.0005545207014658756
drugA_ECFP4_700,0.0005534538830444799
drugB_ECFP4_330,0.000553341432611404
drugA_ECFP4_363,0.0005526866578023817
drugB_ECFP4_809,0.0005514698274127215
drugB_ECFP4_495,0.000551296501629466
drugA_ECFP4_839,0.0005512033969481629
drugB_ECFP4_688,0.000548831120673949
drugA_ECFP4_11,0.0005475968864967096
drugA_ECFP4_50,0.0005469354099841135
drugA_ECFP4_159,0.0005466695009967678
drugA_ECFP4_98,0.0005462610875574496
drugA_ECFP4_602,0.0005449068482718453
drugB_ECFP4_298,0.0005442739831099136
drugB_ECFP4_731,0.0005436755280128943
drugA_ECFP4_256,0.0005416018313544054
drugA_ECFP4_442,0.0005401891455710354
drugA_ECFP4_353,0.0005385921043831984
drugB_ECFP4_147,0.0005382740099961087
drugB_ECFP4_625,0.0005380775546408519
drugA_ECFP4_967,0.0005377771853393564
drugA_ECFP4_512,0.000536708008441912
drugA_ECFP4_509,0.0005355965224756893
drugB_ECFP4_830,0.0005354793251648206
ATP7B,0.0005349371885772113
drugA_ECFP4_588,0.0005347835887300261
drugA_ECFP4_821,0.000531047358225761
drugA_ECFP4_211,0.0005302180396619898
drugB_ECFP4_961,0.0005294986903704989
drugA_ECFP4_798,0.0005291773359275856
drugA_ECFP4_854,0.0005286681156426964
PTGES,0.0005283775499637519
drugB_ECFP4_190,0.0005280065701565272
drugB_ECFP4_303,0.0005271420474374727
drugB_ECFP4_795,0.0005270945243309076
drugB_ECFP4_706,0.0005245121020902218
drugA_ECFP4_572,0.0005233616978958919
drugA_ECFP4_402,0.0005216114299369893
drugB_ECFP4_12,0.0005211866985491807
drugB_ECFP4_76,0.0005209570022945773
drugB_ECFP4_54,0.000520873857941731
drugA_ECFP4_70,0.0005204296402266924
drugA_ECFP4_1011,0.0005197807509363703
drugB_ECFP4_1009,0.0005197763766192361
drugA_ECFP4_550,0.0005189684527080479
drugA_ECFP4_767,0.0005175681386328244
drugB_ECFP4_290,0.0005173987998073786
drugA_ECFP4_701,0.0005170276625757693
drugA_ECFP4_974,0.0005169635023792593
PIK3CG,0.0005168358567115846
drugB_ECFP4_120,0.0005166702943871284
drugB_ECFP4_803,0.0005154566579695083
drugA_ECFP4_722,0.0005154425133850158
drugA_ECFP4_763,0.0005148898119102402
drugA_ECFP4_711,0.0005137203655110929
drugA_ECFP4_643,0.0005136832111334264
drugA_ECFP4_704,0.0005135383523399365
drugB_ECFP4_548,0.0005134406946068945
drugB_ECFP4_402,0.0005133626754554202
drugB_ECFP4_572,0.0005128090707740685
drugB_ECFP4_821,0.0005124134705654564
drugA_ECFP4_382,0.0005121915508545297
drugA_ECFP4_241,0.000512176842515227
drugB_ECFP4_197,0.0005116829029297122
drugA_ECFP4_490,0.0005112314586595759
drugA_ECFP4_119,0.0005110914740587071
drugA_ECFP4_370,0.0005108305578915955
drugA_ECFP4_454,0.0005105536702681009
drugB_ECFP4_74,0.0005104808025726195
drugA_ECFP4_566,0.0005102345459854579
CD247,0.0005101580800268042
drugB_ECFP4_768,0.0005097020104806953
BCAR1,0.0005082848295419686
drugA_ECFP4_330,0.0005079771057626299
drugB_ECFP4_492,0.0005078825108204302
SMAD3,0.0005075128634559721
CTSL,0.0005054465309198892
drugA_ECFP4_710,0.0005050355252517452
FOS,0.0005038938658928154
drugB_ECFP4_323,0.0005026657528746911
drugA_ECFP4_771,0.0005025968748248156
CXCR4,0.0005025929264405698
drugB_ECFP4_85,0.0005022040941698703
drugB_ECFP4_410,0.0005018450174415778
drugA_ECFP4_1023,0.0005011929571872621
drugB_ECFP4_988,0.0005010398511431111
drugB_ECFP4_698,0.000500996069873736
drugB_ECFP4_30,0.0005004152326929845
drugA_ECFP4_3,0.0005003901950915197
DLG5,0.0004999055631519773
drugB_ECFP4_195,0.000499403852847049
drugA_ECFP4_456,0.0004993805861211846
drugB_ECFP4_68,0.000498656528691713
drugB_ECFP4_79,0.0004980344589991376
drugB_ECFP4_826,0.0004980187252080757
drugA_ECFP4_792,0.0004979846471276769
drugA_ECFP4_465,0.0004975969636627224
drugB_ECFP4_342,0.0004969352152480197
drugA_ECFP4_311,0.0004966383459938546
drugA_ECFP4_372,0.0004965591102254761
drugB_ECFP4_95,0.0004965337037376161
drugA_ECFP4_805,0.0004958091821678858
drugA_ECFP4_760,0.000495538820253104
drugA_ECFP4_980,0.0004953992633965239
drugA_ECFP4_486,0.0004945293629963207
drugA_ECFP4_43,0.0004937477506515797
drugA_ECFP4_494,0.0004927507356189758
drugA_ECFP4_351,0.000491456256430258
drugA_ECFP4_673,0.000490946886196019
drugB_ECFP4_793,0.0004903526447088663
drugB_ECFP4_603,0.0004890119288823154
drugB_ECFP4_879,0.00048609929283372107
drugA_ECFP4_667,0.0004855863143297554
drugA_ECFP4_778,0.0004854583915285435
drugB_ECFP4_343,0.0004846364456438141
drugB_ECFP4_861,0.0004846148133479853
drugA_ECFP4_113,0.00048456626863783737
drugB_ECFP4_639,0.0004842809618944427
drugA_ECFP4_641,0.0004840406490607451
CEACAM5,0.0004839923172698179
CDC42BPA,0.0004839731805603163
drugB_ECFP4_367,0.000483685747011931
EPHA2,0.00048325647477040056
drugA_ECFP4_950,0.00048210755675983974
TYMSOS,0.00048191845565456135
drugA_ECFP4_185,0.0004815924266529714
drugB_ECFP4_44,0.0004815840422554625
drugB_ECFP4_350,0.00048123618500993387
drugB_ECFP4_241,0.00048022861344748196
drugA_ECFP4_956,0.00047903340078271433
IKZF1,0.0004786083723728598
drugA_ECFP4_417,0.0004784617871643294
MYC,0.00047789128368245734
drugA_ECFP4_637,0.0004777249337213291
drugA_ECFP4_312,0.00047687118968709396
drugB_ECFP4_607,0.00047638719869370205
drugB_ECFP4_436,0.0004763447693337062
drugB_ECFP4_828,0.00047634028135258805
MET,0.000476295894735917
drugB_ECFP4_610,0.0004761205076026844
drugB_ECFP4_382,0.0004753787835726073
drugB_ECFP4_615,0.00047537703039811813
drugA_ECFP4_277,0.0004739129078868545
DRAM1,0.0004734436113744105
PERP,0.00047342648998241384
drugB_ECFP4_411,0.0004732526895701567
drugB_ECFP4_767,0.00047270569552231625
drugB_ECFP4_306,0.000472594052193876
drugB_ECFP4_347,0.0004714564273068269
drugB_ECFP4_424,0.0004713738059925695
drugB_ECFP4_667,0.00047110459550221175
FGFR1,0.0004696560849978208
drugB_ECFP4_361,0.000468443511936901
drugB_ECFP4_737,0.0004683263444100681
drugB_ECFP4_378,0.00046825283947150284
drugA_ECFP4_240,0.0004681428114372014
drugB_ECFP4_549,0.00046723099783198307
drugB_ECFP4_960,0.00046654483323579644
drugB_ECFP4_10,0.00046607664198619966
drugB_ECFP4_496,0.00046588591940647015
drugA_ECFP4_303,0.0004649265228134962
drugA_ECFP4_346,0.00046403268830058457
drugB_ECFP4_194,0.0004630678450506651
ADORA2A,0.0004629607255022906
drugA_ECFP4_1002,0.0004628753205978267
drugA_ECFP4_87,0.0004606479020488859
drugA_ECFP4_965,0.0004600878956044434
drugA_ECFP4_852,0.0004592696127054601
drugB_ECFP4_466,0.00045800433766383865
drugA_ECFP4_613,0.0004579728423199644
CHST3,0.00045786644270250277
drugB_ECFP4_812,0.00045761463683344466
drugA_ECFP4_787,0.0004571560198129131
drugB_ECFP4_358,0.0004560368126985616
drugA_ECFP4_834,0.0004556541140139362
drugB_ECFP4_980,0.0004554034830278211
ERBB3,0.0004551667487206201
drugA_ECFP4_342,0.0004551081633081877
drugB_ECFP4_98,0.0004550048151678488
drugB_ECFP4_553,0.00045454686095593264
drugB_ECFP4_791,0.00045450200075727165
drugB_ECFP4_346,0.00045429011275493645
drugB_ECFP4_993,0.0004527128816875807
KCNQ1,0.00045252789831029354
drugB_ECFP4_438,0.00045124600853562163
drugA_ECFP4_254,0.00045033066459524866
ERBB2,0.00045004363448049935
CDKN1B,0.00044853146191106306
CBX1,0.0004479437885870444
drugA_ECFP4_409,0.0004475968292182194
drugB_ECFP4_530,0.00044747775920001427
drugA_ECFP4_319,0.00044685446578512775
drugB_ECFP4_36,0.00044656612863909397
drugB_ECFP4_836,0.00044641939049891774
drugB_ECFP4_397,0.00044620268649768843
drugA_ECFP4_689,0.0004459791819869138
PTPN12,0.00044592763070595533
drugA_ECFP4_961,0.0004458693138065668
drugB_ECFP4_589,0.0004447268892565256
CTSB,0.00044463545949756676
drugB_ECFP4_153,0.00044456963212685706
